TimeSeriesId,Region,Product_Hierachy1,Product_Hierachy2,Product_Hierachy3,ABC_Classification,XYZ_Predictability,Price_Normalized,First_Goods_Issue_Date,Effective_Out_Date
5174,N,82,41,256,B,X,0.1432,3/2/2020,12/31/2030
5175,S,72,27,247,C,Z,0.1197,10/9/2017,12/31/2030
5176,N,72,10,18,A,Z,0.1136,11/9/2020,12/31/2030
5177,I,72,14,9,A,Z,0.0687,4/16/2012,12/31/2030
5178,S,82,85,719, ,Z,0.0134,7/1/2019,12/31/2030
5179,I,72,20,38,A,X,0.0588,3/14/2011,12/31/2030
5180,N,72,27,247,C,Z,0.0947,4/4/2016,12/31/2030
5181,C,72,21,25,B,Z,0.0517,1/31/2011,12/31/2030
5182,U,82,41,258,C,Z,0.0713,9/13/2021,12/31/2030
5183,S,72,12,5,B,Z,0.0296,7/12/2021,12/31/2030
5184,C,73,56,90,A,Z,0.1043,1/25/2016,12/31/2024
5185,U,82,40,260,B,Z,0.0815,6/15/2015,12/31/2030
5186,I,73,57,113,C,Z,0.1663,6/14/2021,12/31/2030
5187,M,73,57,106,C,Z,0.1369,2/19/2018,7/31/2023
5188,C,82,41,257,C,Z,0.0907,11/19/2012,12/31/2030
5189,I,72,90,144,C,X,0.0425,12/1/2014,12/31/2030
5190,I,72,10,17,C,Z,0.0293,11/9/2020,12/31/2030
5191,N,73,56,90,A,Z,0.0718,2/5/2018,12/31/2030
5192,C,73,21,101,B,Z,0.0094,11/29/2010,12/31/2030
5193,M,72,21,26,C,Z,0.0466,2/22/2021,12/31/2030
5194,C,73,57,109,A,Z,0.0534,1/22/2018,12/31/2030
5195,I,72,21,625,A,X,0.0102,5/22/2017,12/31/2030
5196,C,72,27,247,A,Z,0.117,5/11/2020,12/31/2030
5197,N,73,56,90,A,Z,0.126,1/3/2022,12/31/2030
5198,N,72,20,50,B,Z,0.0289,11/23/2020,12/31/2030
5199,N,73,58,796,C,Z,0.0054,9/10/2018,12/31/2030
5200,N,82,40,259,C,Z,0.0335,2/25/2019,12/31/2030
5201,C,72,10,18,A,Z,0.1078,1/31/2022,12/31/2030
5202,N,72,85,719,C,Z,0.0103,8/27/2018,12/31/2030
5203,C,73,57,112,B,Z,0.0881,1/3/2022,12/31/2030
5204,S,72,14,9,C,Z,0.1167,1/3/2011,12/31/2030
5205,S,73,56,90,B,Z,0.0485,1/4/2021,12/31/2030
5206,N,82,40,259,A,Z,0.0585,8/13/2018,12/31/2023
5207,U,73,58,796,A,Z,0.0056,4/7/2014,12/31/2030
5208,I,73,57,106,C,Z,0.0724,8/15/2022,12/31/2030
5209,I,73,57,109,B,Z,0.1919,12/19/2016,12/31/2030
5210,N,72,20,39,B,X,0.0385,11/29/2010,12/31/2030
5211,S,72,10,21,B,X,0.0207,1/10/2022,12/31/2030
5212,M,73,58,149,B,Z,0.0056,1/28/2013,12/31/2030
5213,N,72,10,21,C,Z,0.0085,8/4/2014,12/31/2030
5214,N,73,57,113,C,Z,0.1663,3/1/2021,12/31/2030
5215,I,82,85,648,C,Z,0.0156,3/8/2021,12/31/2030
5216,S,82,41,256,C,Z,0.1337,5/20/2019,12/31/2030
5217,C,73,53,81,B,Z,0.3385,2/3/2020,10/31/2023
5218,I,72,85,719,C,X,0.0037,9/10/2018,12/31/2030
5219,M,72,85,719,B,Z,0.0106,3/23/2020,12/31/2030
5220,I,73,57,109,C,Z,0.0065,6/22/2015,12/31/2030
5221,N,72,85,326,C,Z,0.0032,7/1/2013,12/31/2030
5222,S,72,10,17,A,X,0.0893,1/10/2022,12/31/2030
5223,I,72,85,719,C,Z,0.0046,11/19/2018,12/31/2030
5224,C,82,42,263,A,X,0.0175,6/13/2016,12/31/2030
5225,C,72,27,247,A,X,0.0634,1/25/2016,12/31/2030
5226,N,72,10,17,C,Z,0.0484,3/25/2019,12/31/2030
5227,N,72,85,326,C,Z,0.0052,7/22/2013,12/31/2030
5228,S,82,42,254,A,X,0.8151,6/28/2021,12/31/2030
5229,S,72,85,326,C,Z,0.0035,9/9/2013,12/31/2030
5230,M,73,56,96,C,Z,0.0105,11/29/2010,12/31/2030
5231,N,73,57,109,C,Y,0.4547,2/18/2013,12/31/2030
5232,S,72,21,29,C,N,0.0685,5/8/2017,12/31/2030
5233,N,72,57,105,A,X,0.0857,10/19/2020,12/31/2030
5234,M,82,41,256,A,Z,0.1432,3/30/2020,12/31/2030
5235,I,82,42,263,B,Z,0.2693,6/7/2021,12/31/2030
5236,I,72,21,29,C,Z,0.0644,11/29/2010,12/31/2030
5237,C,73,57,109,B,Z,0.3737,3/16/2015,12/31/2030
5238,M,82,41,255,C,Z,0.2834,3/20/2017,12/31/2030
5239,I,73,57,109,B,Z,0.0468,2/24/2020,12/31/2030
5240,S,82,40,259,C,Z,0.008,8/27/2018,12/31/2023
5241,I,72,85,680,C,Z,0.0262,4/8/2019,12/31/2030
5242,N,82,41,256,C,Z,0.0733,4/25/2016,12/31/2030
5243,I,72,21,61,C,Z,0.024,5/13/2019,12/31/2030
5244,N,82,90,172,Unknown,Unknown,0.0106,3/20/2017,12/31/2030
5245,S,82,41,256,C,Z,0.0662,6/7/2021,12/31/2030
5246,M,82,41,256,C,Z,0.1078,9/11/2017,12/31/2030
5247,C,72,21,29,A,Z,0.0813,11/29/2010,12/31/2030
5248,C,73,58,796,B,Z,0.0204,2/1/2016,12/31/2030
5249,C,72,10,17,B,Z,0.0472,1/3/2022,12/31/2030
5250,M,73,56,97,B,Z,0.0024,11/29/2010,12/31/2030
5251,C,72,10,21,B,Z,0.0377,9/16/2019,12/31/2030
5252,I,72,14,9,B,Z,0.0662,2/13/2017,12/31/2030
5253,S,72,21,29,C,X,0.0685,3/20/2017,12/31/2030
5254,S,73,53,88,C,Z,0.0088,5/4/2020,12/31/2030
5255,N,73,58,796,B,Z,0.0065,10/28/2013,12/31/2030
5256,S,72,10,18,B,Z,0.0677,1/10/2022,12/31/2030
5257,M,73,53,88,C,Z,0.0073,4/2/2018,12/31/2030
5258,I,72,14,9,B,Z,0.0951,2/6/2017,12/31/2030
5259,S,72,16,54,C,Z,0.0179,6/25/2018,12/31/2030
5260,S,72,10,17,C,Z,0.0311,5/2/2022,12/31/2030
5261,I,72,16,248,C,X,0.0405,12/8/2014,12/31/2030
5262,C,82,41,256,A,Z,0.0487,8/8/2016,12/31/2030
5263,I,82,40,260,B,X,0.0744,6/15/2015,12/31/2030
5264,C,72,85,680,C,Z,0.0579,9/24/2018,12/31/2030
5265,N,72,90,135,C,Z,0.0329,2/28/2022,12/31/2030
5266,M,73,21,32,C,Z,0.0543,8/15/2022,12/31/2030
5267,I,73,53,108,B,N,0.1279,8/26/2019,12/31/2030
5268,I,72,20,38,C,Z,0.0615,12/24/2018,12/31/2030
5269,N,72,16,248,B,Z,0.0277,3/8/2021,12/31/2030
5270,N,73,90,172, ,N,0.0118,7/8/2019,12/31/2030
5271,M,73,58,796,A,Z,0.0132,4/3/2017,12/31/2030
5272,S,82,40,260,B,Z,0.0815,9/21/2015,12/31/2030
5273,M,72,21,26,Unknown,Unknown,0.1019,2/1/2021,12/31/2030
5274,S,72,10,21,A,Z,0.0468,10/12/2020,12/31/2030
5275,S,73,56,91,C,Z,0.082,1/31/2022,12/31/2030
5276,I,73,56,96,C,Z,0.0138,4/25/2022,12/31/2030
5277,C,72,21,26,A,X,0.0466,9/7/2020,12/31/2030
5278,C,72,21,29,C,Z,0.0547,11/29/2010,12/31/2030
5279,S,72,16,54,C,Z,0.0179,7/2/2018,12/31/2030
5280,C,72,10,17,C,Z,0.0826,11/22/2021,12/31/2030
5281,N,82,40,260,B,X,0.0632,8/17/2015,12/31/2030
5282,I,73,56,97,A,Y,0.0024,11/29/2010,12/31/2030
5283,U,73,58,149,A,Z,0.0056,10/21/2013,12/31/2030
5284,I,72,23,41,C,Z,0.0456,6/28/2021,12/31/2030
5285,N,73,56,100,C,Z,0.0107,2/29/2016,12/31/2030
5286,S,73,53,108,B,Z,0.6184,1/25/2021,12/31/2030
5287,N,82,41,256,C,Z,0.0492,3/28/2011,12/31/2030
5288,S,73,57,109,C,Z,0.0195,5/22/2017,12/31/2030
5289,S,82,41,256,A,Z,0.0837,7/13/2020,12/31/2030
5290,U,82,90,172,Unknown,Unknown,0.0812,3/2/2020,12/31/2030
5291,C,72,10,21,C,Z,0.025,9/5/2022,12/31/2030
5292,N,72,21,25,A,Z,0.0655,3/28/2011,12/31/2030
5293,I,82,41,256,B,Z,0.0324,3/28/2016,12/31/2023
5294,N,72,85,326,C,Z,0.0039,7/29/2013,12/31/2030
5295,I,72,10,18,C,Z,0.0603,1/4/2021,12/31/2030
5296,N,72,21,29,C,Z,0.0813,4/4/2011,12/31/2030
5297,N,72,10,18,C,Z,0.1389,11/16/2020,6/30/2024
5298,N,73,56,91,C,Z,0.0483,2/29/2016,12/31/2030
5299,S,73,53,89,C,Z,0.0093,11/29/2010,12/31/2030
5300,C,82,90,172,C,Z,0.0667,7/27/2015,12/31/2030
5301,M,73,53,108,A,Z,0.0091,7/1/2013,12/31/2030
5302,M,82,40,259,A,Z,0.1148,4/4/2022,12/31/2030
5303,C,72,27,247,C,Z,0.0721,3/2/2020,12/31/2030
5304,C,82,41,256,C,X,0.0618,7/10/2017,12/31/2023
5305,I,73,21,32,B,Z,0.0974,1/17/2022,12/31/2030
5306,N,73,56,91,A,Z,0.0933,2/21/2022,12/31/2030
5307,S,73,57,111,B,Z,0.0335,3/4/2019,12/31/2030
5308,I,73,56,91,C,Z,0.0933,2/28/2022,12/31/2030
5309,I,73,56,96,C,N,0.0141,12/13/2010,12/31/2030
5310,N,73,57,106,C,Z,0.1594,5/23/2022,12/31/2030
5311,N,72,10,17,A,Z,0.106,1/31/2022,12/31/2030
5312,I,72,20,50,C,Z,0.0028,3/1/2021,12/31/2030
5313,M,73,58,149,A,Z,0.0025,4/15/2019,12/31/2030
5314,S,82,85,649,Unknown,Unknown,0.0053,5/15/2017,12/31/2030
5315,N,82,40,331,C,Z,0.03,3/31/2014,12/31/2030
5316,S,82,42,254,A,X,0.025,7/29/2019,12/31/2023
5317,N,73,53,81,A,Z,0.2708,12/9/2019,12/31/2030
5318,S,72,85,326,C,X,0.0058,7/1/2013,12/31/2030
5319,M,82,41,256,C,Z,0.173,2/13/2017,12/31/2030
5320,U,82,41,258,C,Z,0.0142,11/30/2020,12/31/2030
5321,S,72,27,247,C,N,0.0593,10/10/2016,12/31/2030
5322,S,72,10,18,A,Z,0.091,1/10/2022,12/31/2030
5323,M,73,58,149,A,Z,0.0017,1/21/2019,12/31/2030
5324,N,72,12,5,C,Z,0.0581,8/14/2017,12/31/2030
5325,S,72,90,144,A,X,0.0638,1/27/2014,12/31/2030
5326,I,82,41,256,C,Z,0.0376,8/23/2021,12/31/2030
5327,S,72,14,9,B,Z,0.0614,11/14/2011,12/31/2030
5328,M,82,42,263,A,Z,0.1406,9/22/2014,12/31/2030
5329,M,82,42,254,C,Z,0.2536,1/4/2016,12/31/2030
5330,I,73,57,109,B,Z,0.3737,3/16/2015,12/31/2030
5331,U,82,41,256,C,Z,0.2406,5/4/2020,12/31/2030
5332,I,73,58,149,B,Z,0.0108,1/6/2014,12/31/2030
5333,U,82,42,263,C,Z,0.1119,3/2/2020,12/31/2030
5334,N,72,21,61,C,Z,0.024,5/13/2019,12/31/2030
5335,C,82,41,258,C,Z,0.0117,8/22/2016,12/31/2030
5336,I,72,21,26,C,Z,0.0466,11/2/2020,12/31/2030
5337,S,73,58,149,C,Z,0.0014,3/31/2014,12/31/2030
5338,U,73,58,149,C,Z,0.0041,4/7/2014,12/31/2030
5339,C,72,10,17,A,Z,0.1088,8/17/2020,6/30/2024
5340,M,82,41,255,C,Z,0.4091,5/14/2018,12/31/2030
5341,U,73,56,97,A,Y,0.0023,11/29/2010,12/31/2030
5342,N,73,57,109,A,Z,0.0885,1/18/2021,12/31/2023
5343,M,72,85,719,C,N,0.0228,8/27/2018,12/31/2030
5344,S,72,57,105,A,Z,0.0747,3/13/2017,12/31/2030
5345,I,72,21,26,B,Z,0.1036,10/19/2020,12/31/2030
5346,N,72,16,54,B,Z,0.0266,6/10/2013,12/31/2030
5347,N,73,53,88,C,Z,0.0073,3/19/2018,12/31/2030
5348,N,72,21,25,B,Z,0.0469,11/29/2010,12/31/2030
5349,C,72,21,26,B,Z,0.1036,10/12/2020,12/31/2030
5350,I,73,53,88,C,Z,0.0087,12/6/2010,12/31/2030
5351,N,82,41,255,A,Z,0.2835,11/29/2010,3/31/2025
5352,S,82,40,259,C,Z,0.0087,1/14/2019,12/31/2030
5353,N,72,10,21,C,Z,0.0055,4/21/2014,12/31/2030
5354,I,72,20,39,C,Z,0.0668,8/3/2020,12/31/2030
5355,I,82,41,258,C,Z,0.0175,9/15/2014,12/31/2023
5356,N,73,57,109,B,Z,0.4235,3/16/2015,12/31/2030
5357,S,73,53,81,A,Z,0.0752,2/3/2014,12/31/2030
5358,I,73,58,796,C,Z,0.0023,9/10/2018,12/31/2030
5359,I,82,41,257,Unknown,Unknown,0.1883,7/7/2014,12/31/2030
5360,M,82,41,256,B,Z,0.234,1/28/2019,12/31/2030
5361,I,82,41,257,C,Z,0.1059,2/4/2013,12/31/2030
5362,S,73,56,97,B,Z,0.0014,11/29/2010,12/31/2030
5363,I,73,56,90,C,Z,0.0874,11/22/2021,12/31/2030
5364,I,82,41,256,C,Z,0.2406,5/6/2019,12/31/2030
5365,I,72,14,9,B,Y,0.1118,8/29/2022,12/31/2030
5366,I,73,56,91,C,Z,0.0732,5/1/2017,12/31/2030
5367,C,72,12,5,B,Z,0.0299,5/31/2021,12/31/2030
5368,N,72,20,36,C,Z,0.0419,3/28/2011,12/31/2030
5369,N,82,41,258,C,X,0.0194,4/4/2011,12/31/2030
5370,M,72,77,33,B,Z,0.0633,1/10/2011,12/31/2030
5371,S,73,56,96,C,Z,0.0099,7/13/2020,12/31/2030
5372,M,72,85,719,C,X,0.0037,9/10/2018,12/31/2030
5373,M,82,42,263,A,X,0.0308,11/29/2010,12/31/2030
5374,U,72,20,50,C,Z,0.0031,2/1/2021,12/31/2030
5375,I,73,58,149,A,Z,0.0017,1/21/2019,12/31/2030
5376,C,73,53,81,C,Z,0.1225,2/24/2020,12/31/2030
5377,I,82,41,256,B,Z,0.0421,2/20/2017,12/31/2030
5378,C,82,42,254,A,Z,0.4342,10/16/2017,12/31/2030
5379,S,72,20,37,C,Z,0.0865,11/19/2012,12/31/2030
5380,C,82,41,258,C,Z,0.0153,9/10/2012,12/31/2030
5381,I,73,57,109,A,Z,0.1675,1/21/2019,12/31/2030
5382,S,72,10,17,B,Z,0.0611,8/24/2020,6/30/2024
5383,M,72,16,248,C,X,0.0405,10/6/2014,12/31/2030
5384,N,82,41,255,C,Z,0.0654,11/29/2010,12/31/2030
5385,M,72,21,25,B,Z,0.0347,1/10/2022,12/31/2030
5386,M,73,56,90,C,Z,0.2121,1/10/2022,12/31/2030
5387,I,73,53,108,C,N,0.0129,10/1/2018,12/31/2030
5388,N,82,40,259,B,X,0.0766,2/1/2021,12/31/2030
5389,S,73,53,81,A,Z,0.0745,11/29/2010,12/31/2030
5390,S,72,85,680,A,Z,0.0466,2/1/2016,12/31/2030
5391,S,82,41,258,A,Z,0.0194,12/20/2010,12/31/2030
5392,I,72,10,18,A,Z,0.091,1/10/2022,12/31/2030
5393,I,73,21,101,C,Z,0.0121,11/29/2010,12/31/2030
5394,S,73,85,649,A,Z,0.0234,7/9/2012,12/31/2030
5395,S,72,21,61,C,Z,0.0917,3/2/2015,12/31/2030
5396,S,72,27,247,A,Z,0.117,5/11/2020,12/31/2030
5397,I,72,85,326,C,Z,0.0055,9/9/2013,12/31/2030
5398,C,73,51,104,C,Z,0.0069,11/29/2010,12/31/2030
5399,C,82,41,256,B,X,0.0148,11/5/2012,12/31/2023
5400,I,72,10,18,C,Z,0.1442,8/31/2015,12/31/2030
5401,I,73,58,149,B,Z,0.0108,3/10/2014,12/31/2030
5402,I,72,10,17,B,Z,0.0293,12/21/2020,12/31/2030
5403,C,73,56,96,C,Z,0.0186,7/19/2021,12/31/2030
5404,M,82,41,258,B,Z,0.0713,4/5/2021,12/31/2030
5405,M,82,41,256,C,Z,0.1256,8/10/2020,12/31/2030
5406,N,72,10,21,C,Z,0.0369,9/7/2020,12/31/2030
5407,I,73,57,109,A,Z,0.094,4/17/2017,12/31/2030
5408,C,82,42,319,B,X,0.2879,4/20/2015,12/31/2023
5409,M,72,16,54,B,Z,0.0179,6/25/2018,12/31/2030
5410,M,73,53,108,B,Z,0.6184,2/1/2021,12/31/2030
5411,S,73,56,96,C,Z,0.0141,11/29/2010,12/31/2030
5412,I,73,53,81,C,Z,0.0682,2/13/2017,12/31/2030
5413,M,73,51,102,A,Z,0.1822,11/29/2010,12/31/2030
5414,C,82,42,263,C,Z,0.2716,5/3/2021,12/31/2030
5415,M,82,40,260,C,Z,0.0441,6/5/2017,12/31/2030
5416,I,72,90,144,C,Z,0.0207,3/2/2015,12/31/2030
5417,M,82,40,259,C,Z,0.0107,9/3/2018,12/31/2023
5418,I,72,10,17,B,Z,0.0852,1/18/2021,12/31/2030
5419,S,73,53,108,B,Z,0.1279,2/11/2019,12/31/2030
5420,N,73,53,81,C,Z,0.2407,6/1/2020,12/31/2030
5421,N,82,41,256,C,Z,0.2406,5/6/2019,12/31/2030
5422,N,82,41,256,C,Z,0.1337,4/8/2019,12/31/2030
5423,I,72,12,5,C,Z,0.0411,2/13/2017,12/31/2030
5424,M,82,85,648,C,Z,0.0034,5/28/2018,12/31/2030
5425,N,72,10,21,C,Z,0.0297,8/13/2018,12/31/2030
5426,N,73,57,109,C,Z,0.0574,2/19/2018,12/31/2030
5427,N,72,16,54,A,Z,0.0202,4/8/2013,12/31/2030
5428,M,72,0,21,C,Z,0.0136,6/16/2014,12/31/2030
5429,U,73,57,109,C,Z,0.0325,11/9/2015,12/31/2030
5430,I,72,57,105,C,Z,0.0252,12/5/2016,12/31/2030
5431,I,72,10,21,A,Z,0.0253,1/26/2015,12/31/2030
5432,M,72,21,61,A,X,0.0917,1/12/2015,12/31/2030
5433,I,72,10,21,B,Z,0.0297,7/9/2018,12/31/2030
5434,S,72,16,54,C,Z,0.0179,6/25/2018,12/31/2030
5435,N,73,58,796,C,Z,0.007,1/20/2020,12/31/2030
5436,S,72,10,21,C,Z,0.0317,11/7/2022,12/31/2030
5437,N,73,53,81,C,N,0.1577,3/30/2020,12/31/2030
5438,N,82,41,256,C,Z,0.0318,3/6/2017,12/31/2030
5439,C,72,14,9,B,Z,0.0614,11/14/2011,12/31/2030
5440,I,72,85,326,C,Z,0.003,7/1/2013,12/31/2030
5441,N,82,42,254,C,Z,0.2536,9/28/2015,12/31/2030
5442,C,82,41,256,B,Z,0.2089,9/18/2017,12/31/2030
5443,C,72,20,39,C,Z,0.0317,7/7/2014,6/30/2023
5444,N,82,41,256,C,Z,0.0662,3/8/2021,12/31/2030
5445,M,72,10,18,C,Z,0.087,2/14/2022,12/31/2030
5446,U,72,21,29,C,Z,0.0685,5/1/2017,12/31/2030
5447,N,72,12,5,A,Z,0.0488,4/3/2017,12/31/2030
5448,M,72,23,41,C,Z,0.0627,11/23/2020,12/31/2030
5449,S,73,56,91,A,Z,0.0724,12/13/2021,12/31/2030
5450,N,82,41,256,C,Z,0.1338,12/9/2019,12/31/2030
5451,I,82,41,257,C,Z,0.178,6/10/2013,12/31/2030
5452,C,72,21,29,C,Z,0.0523,9/23/2013,12/31/2030
5453,S,82,41,256,C,Z,0.1411,4/30/2012,12/31/2030
5454,I,72,90,144,B,Z,0.0451,9/15/2014,12/31/2030
5455,C,72,21,29,C,Z,0.1094,3/6/2017,12/31/2030
5456,I,73,53,108,C,Z,0.0071,4/3/2017,12/31/2030
5457,I,72,23,41,A,X,0.0456,4/12/2021,12/31/2030
5458,N,73,57,109,B,Z,0.4636,4/13/2015,12/31/2030
5459,M,72,21,25,C,Z,0.0704,4/11/2011,12/31/2030
5460,S,82,42,263,C,Z,0.1406,10/13/2014,12/31/2030
5461,N,82,41,256,B,Z,0.0324,3/28/2016,12/31/2023
5462,I,82,41,256,A,X,0.1247,7/20/2020,12/31/2030
5463,M,82,42,254,C,Z,0.0494,8/15/2022,12/31/2030
5464,I,73,56,90,A,Z,0.0911,12/13/2021,12/31/2030
5465,N,72,16,54,B,Z,0.0179,6/25/2018,12/31/2030
5466,M,82,41,258,A,X,0.0277,11/29/2010,12/31/2030
5467,S,72,21,29,C,Z,0.0644,11/29/2010,12/31/2030
5468,I,73,58,149,C,Z,0.0041,2/24/2014,12/31/2030
5469,U,82,41,256,C,Z,0.0376,8/30/2021,12/31/2030
5470,N,72,14,9,C,Z,0.0687,8/20/2012,12/31/2030
5471,N,72,14,9,C,X,0.0599,4/2/2012,12/31/2030
5472,I,82,40,259,C,Z,0.0107,1/14/2019,12/31/2030
5473,U,82,41,258,C,Z,0.008,5/9/2022,12/31/2030
5474,N,82,41,257,C,Z,0.0907,11/19/2012,12/31/2030
5475,I,82,40,331,B,X,0.03,3/17/2014,12/31/2030
5476,I,82,85,648,C,Z,0.0156,3/29/2021,12/31/2030
5477,I,73,90,320,B,Z,0.0071,3/21/2011,12/31/2030
5478,N,73,56,96,C,Z,0.0186,2/28/2022,12/31/2030
5479,M,73,58,149,C,Z,0.0032,8/26/2013,12/31/2030
5480,U,72,20,39,A,Z,0.0282,10/1/2018,12/31/2030
5481,S,72,10,18,A,Z,0.0885,11/23/2020,12/31/2030
5482,U,72,16,248,C,Z,0.0025,8/25/2014,12/31/2030
5483,S,82,41,258,C,N,0.014,2/8/2021,12/31/2030
5484,I,82,41,256,C,Z,0.0318,4/11/2016,12/31/2030
5485,M,73,57,112,C,Z,0.0405,7/12/2021,12/31/2030
5486,I,73,57,109,B,Z,0.4235,3/16/2015,12/31/2030
5487,S,82,41,255,C,Z,0.3291,3/7/2011,3/31/2025
5488,I,72,10,21,B,Z,0.0329,2/16/2015,12/31/2030
5489,I,72,16,248,A,Z,0.0277,2/1/2021,12/31/2030
5490,S,72,85,719,C,Z,0.0037,4/19/2021,12/31/2030
5491,C,82,40,259,C,Z,0.008,8/27/2018,12/31/2023
5492,S,82,41,256,A,Z,0.065,4/11/2016,12/31/2030
5493,N,72,90,35,A,X,0.0559,9/15/2014,12/31/2030
5494,I,73,21,101,C,Z,0.0094,12/13/2010,12/31/2030
5495,I,72,85,326,C,Z,0.0035,7/1/2013,12/31/2030
5496,S,73,21,101,B,Z,0.0056,11/29/2010,12/31/2030
5497,N,82,41,258,A,Z,0.0199,4/4/2011,12/31/2030
5498,I,72,20,39,C,Z,0.0632,12/19/2016,12/31/2030
5499,I,73,58,149,C,Z,0.0041,5/26/2014,12/31/2030
5500,M,73,53,81,C,Z,0.195,3/20/2017,12/31/2030
5501,N,72,20,39,C,Z,0.0862,9/14/2015,6/30/2023
5502,C,82,41,256,B,Z,0.0421,2/20/2017,12/31/2030
5503,S,72,27,247,C,N,0.0602,9/18/2017,12/31/2030
5504,I,72,90,144,B,Z,0.0945,4/6/2020,12/31/2030
5505,C,72,27,247,C,N,0.0763,3/27/2017,6/30/2023
5506,M,82,41,256,B,Y,0.3176,3/26/2018,12/31/2030
5507,N,73,51,104,B,Z,0.0178,11/29/2010,12/31/2030
5508,C,72,10,21,C,Z,0.0272,12/9/2019,12/31/2030
5509,C,72,20,37,B,Z,0.0789,10/8/2012,12/31/2030
5510,N,73,56,97,B,Z,0.0023,11/29/2010,12/31/2030
5511,U,72,85,648,C,Z,0.061,4/30/2018,12/31/2030
5512,M,82,41,257,C,Z,0.0907,11/19/2012,12/31/2030
5513,U,82,40,259,B,Z,0.0478,1/17/2022,12/31/2030
5514,I,73,58,149,B,Z,0.0083,12/3/2012,12/31/2030
5515,N,73,21,32,A,Z,0.0744,1/15/2018,12/31/2030
5516,C,82,90,172,C,Z,0.0057,9/12/2022,5/1/2023
5517,M,73,53,88,C,Z,0.0094,12/6/2010,12/31/2030
5518,N,72,85,326,C,Z,0.0055,7/1/2013,12/31/2030
5519,N,72,16,248,A,Z,0.0277,2/1/2021,12/31/2030
5520,S,82,42,263,B,Z,0.1406,9/8/2014,12/31/2030
5521,I,72,11,330,A,X,0.1676,10/3/2011,12/31/2030
5522,S,72,20,62,C,Z,0.0625,12/14/2020,12/31/2030
5523,S,72,20,38,B,Z,0.0371,7/1/2019,12/31/2030
5524,M,72,20,37,B,Z,0.0787,11/5/2012,6/30/2023
5525,S,73,57,109,A,Z,0.0574,2/19/2018,12/31/2030
5526,C,72,90,35,C,Z,0.0556,10/6/2014,6/30/2023
5527,N,72,14,9,C,Z,0.1143,2/27/2017,12/31/2030
5528,U,72,21,55,C,Z,0.0531,7/3/2017,12/31/2030
5529,M,73,57,109,B,Z,0.0757,4/20/2020,12/31/2030
5530,N,72,12,5,C,Z,0.0296,7/12/2021,12/31/2030
5531,I,73,56,99,A,Z,0.072,2/15/2016,12/31/2030
5532,C,72,10,21,C,Z,0.0429,8/17/2020,12/31/2030
5533,S,73,58,149,A,Z,0.0017,4/8/2019,12/31/2030
5534,C,72,23,41,B,Z,0.0488,10/19/2020,12/31/2030
5535,N,72,85,680,B,Z,0.0753,4/17/2017,12/31/2030
5536,I,73,58,796,C,Z,0.0022,1/13/2020,12/31/2030
5537,M,72,21,61,B,X,0.0857,5/7/2012,12/31/2030
5538,C,73,58,149,C,Z,0.0032,2/25/2013,12/31/2030
5539,S,72,20,36,A,X,0.0419,1/17/2011,12/31/2030
5540,N,82,40,259,B,X,0.0276,7/4/2016,12/31/2030
5541,M,82,41,256,B,X,0.1338,3/2/2020,12/31/2023
5542,I,72,12,5,A,X,0.0527,5/22/2017,12/31/2030
5543,N,82,41,256,B,X,0.0148,11/5/2012,12/31/2023
5544,I,73,58,796,C,Z,0.0099,2/20/2017,12/31/2030
5545,M,82,42,263,C,Z,0.0294,7/11/2011,12/31/2030
5546,N,72,85,680,C,Z,0.0591,4/11/2022,12/31/2030
5547,M,82,42,263,C,Z,0.302,6/21/2021,12/31/2030
5548,U,72,10,18,C,Z,0.1623,11/9/2020,6/30/2024
5549,C,72,14,9,A,Z,0.0714,8/8/2022,12/31/2030
5550,I,73,53,108,A,Z,0.0208,2/10/2014,12/31/2030
5551,N,73,53,81,B,Z,0.0752,3/14/2016,12/31/2030
5552,S,82,41,256,C,Z,0.1256,8/3/2020,12/31/2030
5553,I,73,53,81,C,Z,0.1577,2/17/2020,12/31/2030
5554,N,73,56,91,A,Z,0.1433,4/17/2017,12/31/2030
5555,C,82,41,256,C,X,0.1136,2/13/2017,12/31/2030
5556,N,72,27,247,C,Z,0.0714,11/22/2021,12/31/2030
5557,S,82,41,257,C,Z,0.1059,11/19/2012,12/31/2030
5558,M,72,85,648,C,Y,0.0486,2/21/2022,12/31/2030
5559,C,73,56,97,B,Z,0.0023,11/29/2010,12/31/2030
5560,C,73,53,88,C,Z,0.0073,1/29/2018,12/31/2030
5561,I,82,41,256,C,X,0.0618,7/10/2017,12/31/2023
5562,S,72,21,29,C,Z,0.0813,1/3/2011,12/31/2030
5563,C,82,41,258,C,Z,0.013,1/6/2014,12/31/2030
5564,M,82,41,258,A,Z,0.0277,11/29/2010,12/31/2030
5565,M,73,58,796,C,Z,0.0037,3/8/2021,12/31/2030
5566,M,73,56,90,B,Z,0.1262,6/14/2021,12/31/2030
5567,S,72,85,326,C,Z,0.0032,9/9/2013,12/31/2030
5568,S,72,20,50,C,Z,0.0031,4/26/2021,12/31/2030
5569,I,73,57,109,C,Z,0.3576,3/23/2015,12/31/2030
5570,I,72,23,41,C,Z,0.0448,10/11/2021,12/31/2030
5571,S,73,57,109,B,Z,0.0468,2/24/2020,12/31/2030
5572,C,82,90,172,C,N,0.0006,11/2/2015,12/31/2030
